ID,Timestamp,Var2,Var3
SERIALNUMBER1,1,0.045197740112994336,0.5
SERIALNUMBER1,2,0.016949152542372878,1.0
SERIALNUMBER1,3,0.03389830508474577,0.7000000000000002
SERIALNUMBER1,4,0.045197740112994336,0.20000000000000018
SERIALNUMBER1,5,0.03389830508474577,0.3000000000000007
SERIALNUMBER1,6,0.005649717514124297,0.40000000000000036
SERIALNUMBER1,7,0.028248587570621472,0.7000000000000002
SERIALNUMBER1,8,0.050847457627118633,0.9000000000000004
SERIALNUMBER1,9,0.005649717514124297,0.9000000000000004
SERIALNUMBER1,10,0.03389830508474577,1.0
SERIALNUMBER1,11,0.005649717514124297,0.8000000000000007
SERIALNUMBER1,12,0.016949152542372878,0.7000000000000002
SERIALNUMBER1,13,0.022598870056497175,0.40000000000000036
SERIALNUMBER1,14,0.03389830508474577,0.10000000000000053
SERIALNUMBER1,15,0.03389830508474577,1.0
SERIALNUMBER1,16,0.0,0.10000000000000053
SERIALNUMBER1,17,0.022598870056497175,0.0
SERIALNUMBER1,18,0.045197740112994336,0.7000000000000002
SERIALNUMBER1,19,0.01129943502824858,1.0
SERIALNUMBER1,20,0.0,0.10000000000000053
SERIALNUMBER2,1,0.05649717514124293,0.9000000000000004
SERIALNUMBER2,2,0.050847457627118633,0.7000000000000002
SERIALNUMBER2,3,0.016949152542372878,0.8000000000000007
SERIALNUMBER2,4,0.016949152542372878,0.0
SERIALNUMBER2,5,0.005649717514124297,1.0
SERIALNUMBER2,6,0.0,1.0
SERIALNUMBER2,7,0.05649717514124293,0.40000000000000036
SERIALNUMBER2,8,0.005649717514124297,1.0
SERIALNUMBER2,9,0.0,0.9000000000000004
SERIALNUMBER2,10,0.045197740112994336,0.5
SERIALNUMBER2,11,0.022598870056497175,0.9000000000000004
SERIALNUMBER2,12,0.005649717514124297,0.9000000000000004
SERIALNUMBER2,13,0.03954802259887007,0.0
SERIALNUMBER2,14,0.028248587570621472,0.7000000000000002
SERIALNUMBER2,15,0.03954802259887007,0.20000000000000018
SERIALNUMBER2,16,0.01129943502824858,0.8000000000000007
SERIALNUMBER2,17,0.016949152542372878,0.0
SERIALNUMBER2,18,0.028248587570621472,0.7000000000000002
SERIALNUMBER2,19,0.016949152542372878,0.3000000000000007
SERIALNUMBER2,20,0.03954802259887007,0.9000000000000004
SERIALNUMBER3,1,0.022598870056497175,0.8000000000000007
SERIALNUMBER3,2,0.05649717514124293,0.0
SERIALNUMBER3,3,0.01129943502824858,0.5
SERIALNUMBER3,4,0.022598870056497175,0.40000000000000036
SERIALNUMBER3,5,0.03389830508474577,0.7000000000000002
SERIALNUMBER3,6,0.005649717514124297,0.0
SERIALNUMBER3,7,0.005649717514124297,0.10000000000000053
SERIALNUMBER3,8,0.01129943502824858,0.6000000000000005
SERIALNUMBER3,9,0.022598870056497175,0.40000000000000036
SERIALNUMBER3,10,0.005649717514124297,0.20000000000000018
SERIALNUMBER3,11,0.0,0.40000000000000036
SERIALNUMBER3,12,0.01129943502824858,0.7000000000000002
SERIALNUMBER3,13,0.0,0.8000000000000007
SERIALNUMBER3,14,0.050847457627118633,0.7000000000000002
SERIALNUMBER3,15,0.03389830508474577,0.20000000000000018
SERIALNUMBER3,16,0.05649717514124293,0.3000000000000007
SERIALNUMBER3,17,0.05649717514124293,0.10000000000000053
SERIALNUMBER3,18,0.03954802259887007,0.40000000000000036
SERIALNUMBER3,19,0.03389830508474577,0.7000000000000002
SERIALNUMBER3,20,0.022598870056497175,0.40000000000000036
SERIALNUMBER4,1,0.045197740112994336,0.3000000000000007
SERIALNUMBER4,2,0.016949152542372878,0.6000000000000005
SERIALNUMBER4,3,0.050847457627118633,0.9000000000000004
SERIALNUMBER4,4,0.01129943502824858,0.8000000000000007
SERIALNUMBER4,5,0.022598870056497175,0.3000000000000007
SERIALNUMBER4,6,0.050847457627118633,0.8000000000000007
SERIALNUMBER4,7,0.022598870056497175,0.5
SERIALNUMBER4,8,0.022598870056497175,0.8000000000000007
SERIALNUMBER4,9,0.022598870056497175,0.3000000000000007
SERIALNUMBER4,10,0.050847457627118633,0.5
SERIALNUMBER4,11,0.005649717514124297,0.5
SERIALNUMBER4,12,0.050847457627118633,0.7000000000000002
SERIALNUMBER4,13,0.045197740112994336,0.40000000000000036
SERIALNUMBER4,14,0.01129943502824858,0.9000000000000004
SERIALNUMBER4,15,0.028248587570621472,0.6000000000000005
SERIALNUMBER4,16,0.03389830508474577,0.20000000000000018
SERIALNUMBER4,17,0.045197740112994336,0.8000000000000007
SERIALNUMBER4,18,0.045197740112994336,0.40000000000000036
SERIALNUMBER4,19,0.0,1.0
SERIALNUMBER4,20,0.05649717514124293,0.10000000000000053
SERIALNUMBER5,1,0.050847457627118633,0.40000000000000036
